Nome do negócio,Nome do contato no negócio,Qual feature está indisponível,Motivo fechamento perdido,Data entrada perdido SDR,Data entrada perdido CLOSER,Número de lojas,Observação,Observações de atividades
Cafe Sa Marista - Setor Marista,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,"Última tentativa de contato - 17.02 - 16h08
 @Ana Carvalho 25/05/2020: Tentei contato pelo whatsapp e não obtive resposta! Só visualizaram. {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. só visualizaram {CAMPANHA DE OFERTAS ATIVAS}
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Bonsai Do Riba - Jardim Renascença,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,,
Kith bar e restaurante - Pinheiros,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,,
Colonial Restaurante - Carandá Bosque,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,68000000000,
Saty Sushi - Vila Yolanda,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,,
Vitta Natural - Vila Yolanda,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,,
Dvinis - Chopp e Churrasco - Atalaia,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,"06/01: TD pediu ajuda para criar uma mensagem de agradecimento para ele poder mandar aos primeiros clientes cadastrados. Mensagem: ""Boa tarde! Tudo bem? Aqui é o Marcus da Dvinis - Chopp e Churrasco. Estamos muito felizes por ter você no nosso programa de benefícios! Obrigado por fazer parte! Aproveita pra salvar nosso número e vem ganhar vários descontos especiais com a gente 😊. Se quiser acompanhar melhor seus créditos, ver os outros estabelecimentos que aceitam Collact e os benefícios que eles estão dando, você pode baixar o aplicativo Collact tanto na Play Store quando na Apple Store 😉.""
 @Ana Carvalho 25/05/2020: Tentei contato pelo whatsapp e não obtive resposta!. {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. visualizou e ouviu mas não respondeu; {CAMPANHA DE OFERTAS ATIVAS}
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Sids Pizzaria - POLO SP - VILA EMA,,,Limpeza de Funil,2025-01-24T20:41:04.921Z,2025-01-24T20:35:37.972Z,,,
Ricco Burguer An - Asa Norte,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,usa TEF também.,
Dom Bolo - Sumaré,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Backerei Plaza - Asa Norte,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Ainda vai abrir a loja.,
Frango Na Brasa - Jardim Paulista,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Fofuchos Brasil - SETOR NORTE (BRAZLANDIA),,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Katmandu Restaurante - Vila Valqueire,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Emporio Apetite Vegano - Vila Santo Antonio,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 09/01 - enviei mensagem sugerindo alteração na oferta de clientes em risco (hoje é apenas ""sentimos sua falta"".
 Sugeri oferecer desconto, assim como é na oferta de aniversário",
Gelateria Tradizionale - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 15/01 - adicionar créditos à 3 clientes
  - 43763265809
  - 31873709854
  - 62327755468
 
 - 07/01 - cliente com problemas para resgatar créditos (não scaneia qr code)
 
 - 03/01 - atribuir créditos ao usuário
  - 41728440149",
Vitrine Natural - Atalaia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"79999298555
 @Ana Carvalho 25/05/2020: Tentei contato pelo whatsapp e não obtive resposta! {CAMPANHA DE OFERTAS ATIVAS}
 03/06/2020: Disparo de mensagem para religação das ofertas, td quer reativar",
Amarelo Laranja Restaurante - Vila Planalto,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,68000000000,
Pães e Doces Parati - Freguesia do Ó,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Cliente não possui dúvidas.,
Brocado Pizzaria - Álvaro Weyne,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas; Falei com o TD, agendamos para sexta às 16:30
 04/06/2020: falei com o TD, ele confundiu o dia da demo, está empolgado para conversarmos. confirmei o agendamento para amanhã
 05/06/2020: O td disse que tinha bastante cadastro no balcão; Mas combinamos que ela irá mudar esse jogo em 15 dias.",
Kascao - Jardim Luanda,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,18/07 - enviei mensagem padrão por wtp,
Leo Costa Suplementos - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Cheirin Bão - Vilage Wilde Maciel,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,69000000000,
Space Pizzaria - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 10% aquisição
 - Refri 1,5l na compra de pizza (boas vindas)
 - 10% na (risco)
 - 20% (inativos)
 - Sobremesa (aniversário)
 @Ana Carvalho 26/05/2020: Tentei contato pelo whatsapp e não obtive resposta! Só visualizaram. {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. CAMPANHA DE OFERTAS ATIVAS}",
Grill Ville - Campos Elíseos,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Cliente Gui Blitz,
Casa Di Santa Maria - Cidade Nova I,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Don Irdara Restaurante - Ponta do Farol,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,98988029529 Camila,
Coco Verde Direto Do Nordeste - Jardim Eulina,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Wesley S Bar - Capim Macio,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,85000000000,
Favorito Restaurante - Pinheiros,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Sonho Real - POLO CASCAVEL 1,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Saudemia - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,36000000000,
Sodiê Doces Votorantim - JARDIM ICATU,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Nação Verde - Granja Olga,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Léo Costa Suplementos 2 - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Itapioca - Pacaembu,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 06/05 - cliente alertou que estavam faltando dados no Compre Local. Já corrigi e deve subir amanhã
 - 05/05 - cliente com dúvidas sobre Compre Local
 - 28/04 - estava com algumas dúvidas sobre o Compre Local e um pouco insegura pois não sabe se vai dar conta das entregas. Exemplifiquei como alguns clientes estão operando (valor mínimo de pedido, raio de entrega grátis, etc) e ela optou por se cadastrar na plataforma e sinalizar que retirada é o método principal :) 
 Acabou de criar instagram e vai focar na divulgação por lá e wpp 2x por semana
 
 24/7 - Está com problema na maquininha. Reportou que várias vezes aparece uma tela de problema de finalizar a inserção do CPF e quando ela tenta de novo, não funciona",
Alex Pizzas - Parque Athenas,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"98988284252
 05/12 - whatsapp com estratégia
 
 03/12 - e-mail com estratégia enviado",
Alecrim Gastronomia - Bosque,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,69000000000,
"Tops - Avenida jk, 106 norte",,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Los Burgueritos Delivery - Itu Novo Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Cliente muito feliz com a ferramenta :),
O Fornari Pizzaria e Restaurante - Boa vista,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Kay Sushi - São Luiz,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"30/03 - A agente stone disse que ele precisava de umas inovações no delivery e conversei com ele e ele sabe usar collact, não tava interessado nos descontos, mas gostou da Campanha, enviar e-mail massivos e as novidades q a gente tava trazendo pra alguns clientes. Falei pra ele de pensar em umas estratégias seguimentada pra base de clientes deles, pra já chamar essa galera e ele começou a se interessar, acho que com ele vai ser mais uma Call de CS do que onboarding! Reunião : 31/03 às 15 hrs! @Catarina Melo",
Sorvetes Kawai - Parque Industrial,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Gelato Borelli - Vila Redentora,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Oggi Sorvetes - Vila Guilherme,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Bonsai - Vila Mota,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Fit Life Gluten Free House - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Bolos Do Whill - Estados Unidos,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Fiorentina Pizzaria - Vila Independencia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Mr. Le Crepe - Águas Claras,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Vita Vibe - Estados,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, td quer reativar",
Puro Gelato - Jardim João Rossi,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Poema Cafe - Setor Bueno,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- Quer divulgar os combos.
 - Bolo (aniversário e em risco 20%), Brigadeiro (gaste 10,00 e ganhe o brigadeiro), CapuccinoPão de Queijo (18% oferta de boas vindas)
 @Ana Carvalho 27/05/2020: Tentei contato pelo whatsapp e não obtive resposta. Só visualizaram! {CAMPANHA DE OFERTAS ATIVAS}",
Comida E Cia - Muquiçaba,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Vem Vento Arte & Cafe - Vila Bandeirantes,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,falha no envio wpp,
Seolini Sorvetes e Cafes - Julio Maringoni,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Gelateria Gellacto - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"@Ana Carvalho 25/05/2020: Tentei contato pelo whatsapp e não obtive resposta! Só visualizaram. {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. {CAMPANHA DE OFERTAS ATIVAS}
 03/06/2020: Disparo de mensagem para religação das ofertas, o td não quer reativar agora",
Donna Massa - BAIRRO NOVO,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,82000000000,
Sandubas Patio Norte - Lima Verde,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,99000000000,
Oca Burger Delivery - Vila Independencia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
La Tasca - en el Centro - Centro Histórico,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"21/02: padaria artesanal, fermento natural. Clientes são mais específicos. Mídias sociais deram uma caída, pessoas curtindo e não vindo. TD tem uma pessoa de marketing com quem ela se reune todo mês e faz estratégias de marketing mensais.",
Martignoni Pizzaria - Zona 04,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"* 44991361009
 Jessica",
Amor aos Pedaços - Perdizes,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,TD não é mais a Dona,
Quentim - Perdizes,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Top Churrasco - Basiléia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Aviador Burger & Beer - Vista Alegre,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"Quer só cadastrar no começo, ativar os créditos só depois",
Santa Chapa - Potengi,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"84991282241
 - 13/12 - FUP wpp
 
 - 03/12 - email com informações sobre uso do painel, sugestão de ofertas e reforço da ""frase mágica""",
Bonsai - Jardim Santa Lúcia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
D'kilo Sorvetes - Centro Norte,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"SOBRE O PAPO: Falei em 6/8 (quando era de 0-10 amarelo), apontei as métricas e foquei na importância de cadastrar. Foi receptivo e firmou compromisso
 12/08 - Ofereci ajuda para criar as ofertas de Boas Vindas e Aquisição de Clientes (11-30 crie uma oferta para ficar verde)
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Sorveteria Sensacao - Santa Mônia / Rio Branco,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Concreto Coffee Crew - ASA NORTE,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Prático Gourmet - LAGOA SECA,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Pizza Tua - Centro Histórico,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"28/01: EC fica no centro da cidade, em uma área muito empresarial. TD já tinha cartão fidelidade, em que cliente ganhava uma pizza (qualquer uma) depois de comer 10 pizzas. TD já estava pensando em digitalizar o cartão dele.",
Fábrica de Suplementos - Pio X,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"54996131158
 22/01: quem contratou Collact foi o marido da TD, então ela não sabia nada sobre a ferramenta. Expliquei tudo e ela gostou, principalmente, das ofertas, pois, hoje, ela manda promoções manualmente para todo mundo.",
Kacia Barros Confeit. - Setor Campinas,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Bali Sucos - Botafogo,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Sarah não atendeu. vou retornar,
Don Gentil - Boqueirão,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,*** Gigante,
Le Sofiah - Vila do Golf,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Marmitaria Express C - POLO DF - CRUZEIRO,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Nostro Babbo - Estreito,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,48991482892,
Croasonho - Rio Preto Shopping,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 13/01 - cliente tem ofertas ótimas mas a taxa de cadastro é baixíssima. explicou que, por se tratar de shopping, poucos esperam a filipeta.
 Vai utilizar como estratégia a oferta de aquisição",
Marzana - Centro Histórico,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"Outro TD: 54999185395 - Luciano
 Ivone (responsável por Collact) - 51991229831
 27/01: Ivone é comercial externo, leva a maquininha e faz vendas, especialmente para empresas. Ela levava um cartão fidelidade para os clientes e criava promoções dependendo do cliente. A oferta de aquisição é a melhor forma de ajudá-la, pois ela consegue incentivar esses clientes a irem ao EC e se cadastrarem lá.",
Luxo Natural BH - Savassi,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"DT: PEDRO
 31999250262 - Tati (responsável pela loja, mas não é o TD)",
Emporio Serra Viva - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Cliente já estava no Compre Local mas conseguimos falar melhor sobre a plataforma. Está super contente e ansioso pra engajar!,
We Love Açaí - Aldeota,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,VENDA DA CAT,
BarBearia2015 - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Oca Burger - Alto Da Boa Vista,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Mozzarella - Jardim Santa Lúcia,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Hangar 50 Steakhouse - Alcantara,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Tio Coxinha - JARDIM CUMBICA,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Coronel Cachaca - POLO CARAGUATATUBA,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"- 21/01 - cliente questionou se ""quando o usuário resgata, sou eu quem arco?"". expliquei sobre os créditos serem algo que o cliente já gastou no EC dela e está reinvestindo no momento do resgate
 - 13/01 - liguei para a cliente, expliquei sobre os créditos e cliente pediu para enviar vídeos para ela entender um pouco mais e tirar dúvidas em outra ligação
 - 10/01 - adicionei logo do EC",
Brazilian N. Food - Boa Vista,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,- 10/02 - TD precisou remarcar video call,
The Best - Vila Maracana,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Alex Lanches - Parque Athenas,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Prático Gourmet - Seaway - CAPIM MACIO,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,85000000000,
Niko Niko Mart - Vila Mariana,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Sabor de La Vida - Mairiporã,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Cho Ping - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,Lucival,
Brauny's ❤️ by Carolices ❤️ - Asa Norte,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Baron Club - Nazaré,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"@Ana Carvalho 27/05/2020: Tentei contato pelo whatsapp e não obtive resposta. Só visualizaram! {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. visualizou e ouviu mas não respondeu; {CAMPANHA DE OFERTAS ATIVAS}
 @Karla Nogueira 01/06/2020: O TD está com o EC fechado.",
"Seu Vander Beer House - Campo de aviação, Alegre-ES",,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
La Familia - Vila Santa Cecília,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Nōsu - Santana,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Dom Bacon - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Game Of Boards - Glória,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"funcionário não sabia resgatar créditos e deu apenas o desconto e precisa tirar os créditos manualmente. obrigada suporte lindo!
  Cliente: Marcelo Gaertner
 CPF: 003.884.397-85
 (21) 98223-0851
 
 Você vai falar com o fábio e o Thiago, eles trabalham juntos e o thiago ta de férias, mas quis participar apesar de ficar mais ausente nas operações da loja, o fábio é que é o mais presente por lá, ele é tipo um gerente. Reunião: 17/03 às 14:15",
Vida de Fuê - POLO DF - AGUAS CLARAS,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,,
Emporio Jordani - Centro,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"31/03: Ela é bem fofaaa! Disse que oq mais chamou atenção n collact foi o fato dela ter o controle do cliente dela, saber quanto ele gasta, a frequência e até pensou em promoções segmentadas! Hoje eles tão com retirada na loja, mais específico no balcão e trabalham com delivery, pelo whats e insta! Curtiu bastante a iniciativa do compre local e pareceu bem animada no papo! Reunião: 01/04 às 16:30 @Pedro Melges",
Bodega do Chef - Ponta Negra,,,Limpeza de Funil,2025-01-24T18:37:43.470Z,,,"10/02: aberto há 3 meses. Não têm trabalhado massivamente com qualquer forma de divulgação, apesar de terem aparecido em matérias de jornais e blogs devido ao chef famoso que têm. Têm buscado parcerias com algumas associações. Pagamento nas mesas e no caixa, mas principalmente nas mesas. 28 mesas. 4 garçons. Já criamos todas as ofertas.",
Ginkgo 788 - Auxiliadora,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,,
Capovilla Cafe - Vila Hortência,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,,
Artesano's Burguer - Éden,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,"Menina a história de como ele chegou aqui é ótima: Ele recebeu recomendação do Trem Bom e Ola/Oba açaí! e curtiu muito, aí ele ENCONTROU um Agente Stone aleatoriamente q vendeu pra ele , DESTINO NÉ! Ele curtiu muito a ferramenta e a iniciativa, disse que ta só no no delivery, mas as vendas andam bem! Reunião amanhã: 25/03 às 10:30 @Amanda Chinelatto",
World Açaí & Hamburgueria - Jardim Maranguape,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,"VENDA DA CAT
 26/02: criamos todas as ofertas automáticas",
Armazem Do Chopp - Flamengo,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,,
Garagem Burguer - Santo Inácio,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,,
O Irlandes Voador - Alto da Rua XV,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,41999468387 - Neto(um dos donos),
Nella Pietra - Fw - Centro,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,Franquia,
North Pizza - Arne,,,Limpeza de Funil,2025-01-24T18:36:47.596Z,,,"@Ana Carvalho 15/05/2020: Falei com a Amy(mulher do td), disse que faz 1 semana que pegou a stone e adoraria ter um treinamento. Agendamos a demo para amanhã às 15:45.
 15/05/2020: A td teve que remarcar a VideoCall para segunda às 15:45
 25/05/2020: Falei com a TD, a respeito do alerta de Fraude. Ela disse que o usuário Felipe Freire é o seu motoboy e já falou com ele hoje.E disse que quer falar comigo amanhã ao meio dia. 
 26/05/2020: Falei com a TD, apresentei toda a plataforma como também conversamos a respeito do alerta de fraude. A td está com delivery próprio, ifood e to no lucro (me disse que todas as máquinas são da stone). E combinei com a td para daqui 15 dias para verificarmos a evolução do programa.
 15/06/2020: A TD não respondeu, pois estão fechados desde o dia 14/06 - enviaram mensagem automática",
